time,G(i) (Globalstrahlung),H_sun (Sonnenscheindauer in min),T2m (Temperatur),WS10m (Windgeschwindigkeit)
20231023:1410,57.69,17.1,13.64,3.52
20231023:1510,19.23,9.69,13.39,3.45
20231023:1610,0.0,0.0,12.95,3.79
20231023:1710,0.0,0.0,12.73,3.79
20231023:1810,0.0,0.0,12.61,4.07
20231023:1910,0.0,0.0,11.89,4.21
20231023:2010,0.0,0.0,12.0,4.48
20231023:2110,0.0,0.0,12.25,4.76
20231023:2210,0.0,0.0,12.56,4.9
20231023:2310,0.0,0.0,12.79,4.76
20231024:0010,0.0,0.0,12.87,4.28
20231024:0110,0.0,0.0,12.75,3.86
20231024:0210,0.0,0.0,12.34,3.45
20231024:0310,0.0,0.0,11.69,2.97
20231024:0410,0.0,0.0,11.09,2.62
20231024:0510,0.0,0.0,10.6,2.83
20231024:0610,0.0,0.0,10.33,3.03
20231024:0710,32.05,8.02,10.98,2.21
20231024:0810,69.6,15.63,11.71,2.62
20231024:0910,100.73,21.73,12.54,3.24
20231024:1010,301.08,25.8,12.86,3.66
20231024:1110,130.95,27.37,13.12,3.45
20231024:1210,53.11,26.24,12.65,3.03
20231024:1310,29.3,22.57,12.23,3.1
20231024:1410,463.42,16.77,12.08,2.0
20231024:1510,253.87,9.38,12.15,1.93
20231024:1610,0.0,0.0,11.78,2.28
20231024:1710,0.0,0.0,11.01,2.28
20231024:1810,0.0,0.0,10.31,2.28
20231024:1910,0.0,0.0,9.96,2.28
20231024:2010,0.0,0.0,9.45,2.28
20231024:2110,0.0,0.0,9.03,2.34
20231024:2210,0.0,0.0,8.63,2.41
20231024:2310,0.0,0.0,8.27,2.41
20231025:0010,0.0,0.0,8.11,2.41
20231025:0110,0.0,0.0,7.87,2.48
20231025:0210,0.0,0.0,7.69,2.62
20231025:0310,0.0,0.0,7.65,2.83
20231025:0410,0.0,0.0,7.68,3.03
20231025:0510,0.0,0.0,7.88,3.24
20231025:0610,0.0,0.0,8.28,3.38
20231025:0710,90.01,7.74,8.51,3.66
20231025:0810,120.79,15.33,9.3,4.0
20231025:0910,104.1,21.41,10.38,4.21
20231025:1010,32.97,25.46,10.84,4.76
20231025:1110,35.71,27.02,10.83,5.1
20231025:1210,63.19,25.9,10.79,4.97
20231025:1310,28.39,22.24,10.99,4.69
20231025:1410,34.8,16.45,11.13,4.41
20231025:1510,12.82,9.08,11.2,3.93
20231025:1610,0.0,0.0,11.32,3.31
20231025:1710,0.0,0.0,11.39,2.83
20231025:1810,0.0,0.0,11.68,2.69
20231025:1910,0.0,0.0,11.63,2.97
20231025:2010,0.0,0.0,11.52,3.93
20231025:2110,0.0,0.0,11.07,4.62
20231025:2210,0.0,0.0,10.67,4.69
20231025:2310,0.0,0.0,10.4,4.69
20231026:0010,0.0,0.0,10.23,4.21
20231026:0110,0.0,0.0,10.1,4.69
20231026:0210,0.0,0.0,10.02,4.48
20231026:0310,0.0,0.0,9.94,3.86
20231026:0410,0.0,0.0,9.8,2.9
20231026:0510,0.0,0.0,9.78,2.69
20231026:0610,0.0,0.0,9.54,2.14
20231026:0710,61.76,7.47,9.07,1.52
20231026:0810,129.03,15.04,9.47,1.79
20231026:0910,183.69,21.1,10.35,1.38
20231026:1010,275.21,25.13,11.27,1.86
20231026:1110,192.59,26.68,12.01,2.14
20231026:1210,169.19,25.55,12.22,1.79
20231026:1310,229.56,21.9,11.84,1.93
20231026:1410,65.02,16.14,11.47,1.86
20231026:1510,26.56,8.78,11.26,2.14
20231026:1610,0.0,0.0,11.04,2.34
20231026:1710,0.0,0.0,10.92,2.07
20231026:1810,0.0,0.0,10.95,1.86
20231026:1910,0.0,0.0,10.94,1.38
20231026:2010,0.0,0.0,10.67,1.66
20231026:2110,0.0,0.0,10.91,1.52
20231026:2210,0.0,0.0,10.16,1.79
20231026:2310,0.0,0.0,9.75,1.72
20231027:0010,0.0,0.0,9.64,1.79
20231027:0110,0.0,0.0,9.8,1.93
20231027:0210,0.0,0.0,10.03,2.14
20231027:0310,0.0,0.0,10.05,2.41
20231027:0410,0.0,0.0,10.08,2.69
20231027:0510,0.0,0.0,10.16,2.69
20231027:0610,0.0,0.0,10.13,2.48
20231027:0710,11.9,7.19,10.15,1.86
20231027:0810,92.01,14.75,10.31,1.79
20231027:0910,26.56,20.78,10.55,2.28
20231027:1010,32.05,24.79,10.69,3.52
20231027:1110,96.15,26.34,11.08,3.52
20231027:1210,83.33,25.22,11.45,3.59
20231027:1310,167.09,21.58,11.56,3.86
20231027:1410,157.36,15.83,11.65,3.66
20231027:1510,61.5,8.48,11.57,4.21
20231027:1610,0.0,0.0,11.24,3.31
20231027:1710,0.0,0.0,10.64,3.1
20231027:1810,0.0,0.0,10.22,3.1
20231027:1910,0.0,0.0,10.33,2.41
20231027:2010,0.0,0.0,9.68,2.55
20231027:2110,0.0,0.0,9.49,2.48
20231027:2210,0.0,0.0,9.51,2.41
20231027:2310,0.0,0.0,9.42,2.41
20231028:0010,0.0,0.0,9.29,2.34
20231028:0110,0.0,0.0,9.41,2.34
20231028:0210,0.0,0.0,9.65,2.55
20231028:0310,0.0,0.0,9.81,2.83
20231028:0410,0.0,0.0,9.85,2.83
20231028:0510,0.0,0.0,9.74,2.9
20231028:0610,0.0,0.0,9.42,3.1
20231028:0710,27.47,6.92,9.59,3.45
20231028:0810,86.6,14.45,10.29,3.59
20231028:0910,138.45,20.47,10.97,4.0
20231028:1010,256.77,24.47,11.58,4.69
20231028:1110,256.65,26.0,12.34,5.17
20231028:1210,259.28,24.88,13.45,5.52
20231028:1310,187.74,21.25,13.84,5.38
20231028:1410,64.1,15.52,13.89,5.1
20231028:1510,49.19,8.19,13.43,4.55
20231028:1610,0.0,0.0,12.79,4.21
20231028:1710,0.0,0.0,12.35,4.07
20231028:1810,0.0,0.0,12.19,4.07
20231028:1910,0.0,0.0,11.74,4.14
20231028:2010,0.0,0.0,11.54,4.48
20231028:2110,0.0,0.0,11.41,4.97
20231028:2210,0.0,0.0,11.77,5.17
20231028:2310,0.0,0.0,11.95,5.38
20231029:0010,0.0,0.0,12.42,5.66
20231029:0110,0.0,0.0,13.04,5.79
20231029:0210,0.0,0.0,12.68,5.93
20231029:0310,0.0,0.0,12.61,5.79
20231029:0410,0.0,0.0,12.66,6.28
20231029:0510,0.0,0.0,12.77,6.28
20231029:0610,0.0,0.0,12.97,6.14
20231029:0710,43.43,6.65,13.46,5.79
20231029:0810,71.61,14.16,13.76,5.93
20231029:0910,109.59,20.16,14.49,5.45
20231029:1010,31.14,24.14,15.02,5.38
20231029:1110,74.18,25.66,14.83,5.1
20231029:1210,63.19,24.55,14.81,4.21
20231029:1310,63.19,20.93,14.81,3.79
20231029:1410,119.88,15.22,14.41,4.48
20231029:1510,20.15,7.91,13.63,4.9
20231029:1610,0.0,0.0,13.27,5.52
20231029:1710,0.0,0.0,12.94,5.52
20231029:1810,0.0,0.0,12.62,5.31
20231029:1910,0.0,0.0,12.64,5.45
20231029:2010,0.0,0.0,12.49,5.17
20231029:2110,0.0,0.0,12.1,4.97
20231029:2210,0.0,0.0,11.89,4.69
20231029:2310,0.0,0.0,11.89,4.55
20231030:0010,0.0,0.0,11.85,4.28
20231030:0110,0.0,0.0,11.73,3.93
20231030:0210,0.0,0.0,11.47,3.45
20231030:0310,0.0,0.0,11.25,3.24
20231030:0410,0.0,0.0,11.11,3.59
20231030:0510,0.0,0.0,11.32,4.0
20231030:0610,0.0,0.0,11.15,3.52
20231030:0710,207.44,6.37,11.54,4.07
20231030:0810,275.86,13.87,12.15,4.14
20231030:0910,107.82,19.85,13.08,4.0
20231030:1010,150.9,23.82,14.1,4.48
20231030:1110,716.49,25.33,14.58,4.28
20231030:1210,206.28,24.22,14.71,3.79
20231030:1310,145.55,20.62,14.87,3.45
20231030:1410,43.04,14.92,15.22,4.34
20231030:1510,27.47,7.63,15.08,4.28
20231030:1610,0.0,0.0,14.34,3.79
20231030:1710,0.0,0.0,13.62,3.03
20231030:1810,0.0,0.0,13.3,2.76
20231030:1910,0.0,0.0,12.94,3.45
20231030:2010,0.0,0.0,12.85,3.86
20231030:2110,0.0,0.0,12.9,4.14
20231030:2210,0.0,0.0,12.79,4.28
20231030:2310,0.0,0.0,12.47,4.9
20231031:0010,0.0,0.0,11.81,5.86
20231031:0110,0.0,0.0,11.11,5.72
20231031:0210,0.0,0.0,10.53,5.24
20231031:0310,0.0,0.0,10.19,4.83
20231031:0410,0.0,0.0,9.83,4.69
20231031:0510,0.0,0.0,9.72,4.97
20231031:0610,0.0,0.0,9.72,5.03
20231031:0710,48.02,6.1,10.0,4.34
20231031:0810,458.44,13.59,10.27,4.14
20231031:0910,236.51,19.55,10.6,4.69
20231031:1010,151.06,23.5,11.34,4.97
20231031:1110,298.24,25.01,12.0,4.76
20231031:1210,344.02,23.9,12.38,4.21
20231031:1310,341.62,20.31,12.79,3.86
20231031:1410,361.93,14.63,12.73,2.9
20231031:1510,80.87,7.35,12.82,2.55
20231031:1610,0.0,0.0,11.97,2.41
20231031:1710,0.0,0.0,11.26,2.83
20231031:1810,0.0,0.0,10.75,3.17
20231031:1910,0.0,0.0,11.18,3.79
20231031:2010,0.0,0.0,11.06,3.79
20231031:2110,0.0,0.0,10.97,3.59
20231031:2210,0.0,0.0,11.01,3.52
20231031:2310,0.0,0.0,11.11,3.52
20231101:0010,0.0,0.0,10.9,3.52
20231101:0110,0.0,0.0,10.84,3.31
20231101:0210,0.0,0.0,10.67,3.1
20231101:0310,0.0,0.0,10.68,4.0
20231101:0410,0.0,0.0,10.99,4.76
20231101:0510,0.0,0.0,11.47,4.76
20231101:0610,0.0,0.0,11.76,4.41
20231101:0710,30.38,5.83,11.87,3.79
20231101:0810,117.39,13.3,12.11,4.0
20231101:0910,44.87,19.25,12.47,4.28
20231101:1010,194.29,23.18,13.08,4.48
20231101:1110,312.29,24.68,13.72,4.76
20231101:1210,227.6,23.58,14.36,4.9
20231101:1310,130.47,20.0,14.38,4.34
20231101:1410,41.21,14.34,14.39,4.76
20231101:1510,10.07,7.08,14.13,4.76
20231101:1610,0.0,0.0,13.59,4.97
20231101:1710,0.0,0.0,12.75,4.97
20231101:1810,0.0,0.0,12.23,4.97
20231101:1910,0.0,0.0,11.77,4.97
20231101:2010,0.0,0.0,11.46,5.03
20231101:2110,0.0,0.0,11.31,5.03
20231101:2210,0.0,0.0,11.11,4.9
20231101:2310,0.0,0.0,10.81,4.9
20231102:0010,0.0,0.0,10.56,5.17
20231102:0110,0.0,0.0,11.0,5.66
20231102:0210,0.0,0.0,11.18,5.86
20231102:0310,0.0,0.0,11.29,6.0
20231102:0410,0.0,0.0,11.07,6.9
20231102:0510,0.0,0.0,10.72,8.07
20231102:0610,0.0,0.0,10.85,8.41
20231102:0710,7.33,5.57,11.75,8.83
20231102:0810,43.04,13.02,12.32,8.69
20231102:0910,164.26,18.94,12.4,8.69
20231102:1010,194.8,22.86,12.76,8.28
20231102:1110,185.98,24.36,13.29,8.34
20231102:1210,799.07,23.27,13.45,8.07
20231102:1310,624.45,19.7,13.44,8.07
20231102:1410,459.3,14.05,13.59,8.62
20231102:1510,201.73,6.81,13.26,8.28
20231102:1610,0.0,0.0,12.62,7.72
20231102:1710,0.0,0.0,12.14,7.31
20231102:1810,0.0,0.0,11.68,7.1
20231102:1910,0.0,0.0,11.57,6.62
20231102:2010,0.0,0.0,11.15,6.62
20231102:2110,0.0,0.0,10.54,6.21
20231102:2210,0.0,0.0,9.9,5.93
20231102:2310,0.0,0.0,9.45,5.86
20231103:0010,0.0,0.0,9.34,5.93
20231103:0110,0.0,0.0,9.3,6.07
20231103:0210,0.0,0.0,9.31,6.0
20231103:0310,0.0,0.0,8.89,5.59
20231103:0410,0.0,0.0,8.33,5.03
20231103:0510,0.0,0.0,8.03,4.55
20231103:0610,0.0,0.0,7.79,4.28
20231103:0710,156.93,5.3,8.49,4.21
20231103:0810,497.58,12.73,8.96,4.41
20231103:0910,119.3,18.65,9.35,5.59
20231103:1010,753.44,22.55,9.51,6.14
20231103:1110,318.82,24.05,10.27,6.28
20231103:1210,265.44,22.95,10.91,5.72
20231103:1310,199.0,19.4,11.29,4.83
20231103:1410,381.51,13.78,11.26,4.28
20231103:1510,94.82,6.55,10.72,3.59
20231103:1610,0.0,0.0,9.65,3.45
20231103:1710,0.0,0.0,8.78,3.45
20231103:1810,0.0,0.0,8.17,3.52
20231103:1910,0.0,0.0,7.68,3.59
20231103:2010,0.0,0.0,7.36,3.45
20231103:2110,0.0,0.0,7.02,3.38
20231103:2210,0.0,0.0,6.82,3.52
20231103:2310,0.0,0.0,6.81,3.79
20231104:0010,0.0,0.0,7.2,4.14
20231104:0110,0.0,0.0,7.17,4.34
20231104:0210,0.0,0.0,7.23,4.41
20231104:0310,0.0,0.0,7.68,4.48
20231104:0410,0.0,0.0,7.87,4.55
20231104:0510,0.0,0.0,8.11,4.55
20231104:0610,0.0,0.0,8.43,4.69
20231104:0710,60.38,5.04,8.68,4.76
20231104:0810,75.33,12.45,9.11,5.17
20231104:0910,263.94,18.35,9.62,5.1
20231104:1010,59.52,22.24,10.13,6.28
20231104:1110,42.12,23.74,10.26,5.45
20231104:1210,61.36,22.65,9.79,6.69
20231104:1310,33.88,19.11,8.83,7.45
20231104:1410,66.2,13.5,8.74,7.79
20231104:1510,32.78,6.29,8.85,7.17
20231104:1610,0.0,0.0,9.11,5.79
20231104:1710,0.0,0.0,9.61,5.1
20231104:1810,0.0,0.0,9.97,4.97
20231104:1910,0.0,0.0,10.34,5.24
20231104:2010,0.0,0.0,10.21,4.83
20231104:2110,0.0,0.0,10.2,4.62
20231104:2210,0.0,0.0,10.14,4.62
20231104:2310,0.0,0.0,9.93,4.76
20231105:0010,0.0,0.0,9.65,4.55
20231105:0110,0.0,0.0,9.97,4.69
20231105:0210,0.0,0.0,9.77,4.97
20231105:0310,0.0,0.0,10.02,5.38
20231105:0410,0.0,0.0,10.04,5.24
20231105:0510,0.0,0.0,9.99,4.97
20231105:0610,0.0,0.0,9.79,4.55
20231105:0710,4.58,4.77,9.88,3.79
20231105:0810,469.37,12.17,9.85,4.0
20231105:0910,43.04,18.06,10.23,4.55
20231105:1010,87.0,21.94,10.62,4.97
20231105:1110,36.63,23.43,10.79,6.0
20231105:1210,40.29,22.35,11.35,5.45
20231105:1310,87.91,18.83,11.33,6.9
20231105:1410,15.57,13.23,10.95,7.03
20231105:1510,5.49,6.04,10.34,6.97
20231105:1610,0.0,0.0,9.96,6.48
20231105:1710,0.0,0.0,10.18,6.21
20231105:1810,0.0,0.0,10.01,5.93
20231105:1910,0.0,0.0,9.77,6.07
20231105:2010,0.0,0.0,9.64,5.86
20231105:2110,0.0,0.0,9.64,5.72
20231105:2210,0.0,0.0,9.76,5.45
20231105:2310,0.0,0.0,9.63,5.38
20231106:0010,0.0,0.0,9.97,5.52
20231106:0110,0.0,0.0,9.99,5.59
20231106:0210,0.0,0.0,9.84,5.66
20231106:0310,0.0,0.0,9.9,5.72
20231106:0410,0.0,0.0,9.64,5.59
20231106:0510,0.0,0.0,9.51,5.45
20231106:0610,0.0,0.0,9.22,5.03
20231106:0710,124.69,4.51,9.45,5.17
20231106:0810,357.7,11.9,9.63,5.38
20231106:0910,625.78,17.77,10.42,5.1
20231106:1010,709.33,21.64,11.31,6.69
20231106:1110,40.29,23.13,11.85,6.07
20231106:1210,185.69,22.05,12.01,5.52
20231106:1310,183.19,18.54,11.91,5.1
20231106:1410,186.97,12.97,11.58,5.52
20231106:1510,173.79,5.8,11.01,5.03
20231106:1610,0.0,0.0,10.31,4.34
20231106:1710,0.0,0.0,9.83,4.14
20231106:1810,0.0,0.0,9.48,4.21
20231106:1910,0.0,0.0,9.28,4.21
20231106:2010,0.0,0.0,9.1,4.0
20231106:2110,0.0,0.0,9.04,4.0
20231106:2210,0.0,0.0,8.74,3.93
20231106:2310,0.0,0.0,8.66,3.93
20231107:0010,0.0,0.0,8.52,3.93
20231107:0110,0.0,0.0,8.41,3.79
20231107:0210,0.0,0.0,8.29,3.66
20231107:0310,0.0,0.0,8.2,3.52
20231107:0410,0.0,0.0,8.14,3.45
20231107:0510,0.0,0.0,8.28,3.45
20231107:0610,0.0,0.0,8.21,3.52
20231107:0710,40.13,4.25,8.26,3.17
20231107:0810,281.31,11.62,8.56,3.31
20231107:0910,255.47,17.48,9.28,3.86
20231107:1010,225.84,21.34,9.85,4.48
20231107:1110,89.74,22.83,10.21,4.69
20231107:1210,217.96,21.76,10.37,4.97
20231107:1310,402.28,18.27,10.59,5.17
20231107:1410,62.69,12.71,10.5,4.76
20231107:1510,56.56,5.56,10.11,4.41
20231107:1610,0.0,0.0,9.38,3.93
20231107:1710,0.0,0.0,9.05,3.79
20231107:1810,0.0,0.0,8.51,3.86
20231107:1910,0.0,0.0,8.32,3.93
20231107:2010,0.0,0.0,8.25,4.28
20231107:2110,0.0,0.0,8.5,4.55
20231107:2210,0.0,0.0,8.26,4.55
20231107:2310,0.0,0.0,8.42,4.62
20231108:0010,0.0,0.0,8.27,4.48
20231108:0110,0.0,0.0,8.24,4.48
20231108:0210,0.0,0.0,8.18,4.55
20231108:0310,0.0,0.0,7.91,4.41
20231108:0410,0.0,0.0,7.86,4.41
20231108:0510,0.0,0.0,7.91,4.21
20231108:0610,0.0,0.0,7.78,3.93
20231108:0710,22.72,3.99,7.38,3.72
20231108:0810,427.81,11.35,7.98,3.93
20231108:0910,326.5,17.19,8.86,4.14
20231108:1010,418.65,21.05,9.66,5.24
20231108:1110,605.24,22.53,10.31,5.17
20231108:1210,597.43,21.47,10.87,5.1
20231108:1310,238.71,18.0,11.24,5.03
20231108:1410,61.84,12.46,11.11,4.69
20231108:1510,60.6,5.32,10.74,4.9
20231108:1610,0.0,0.0,10.33,5.03
20231108:1710,0.0,0.0,10.1,4.97
20231108:1810,0.0,0.0,9.86,5.17
20231108:1910,0.0,0.0,9.43,5.17
20231108:2010,0.0,0.0,9.13,5.31
20231108:2110,0.0,0.0,9.34,5.31
20231108:2210,0.0,0.0,9.56,5.45
20231108:2310,0.0,0.0,9.74,5.45
20231109:0010,0.0,0.0,9.85,5.45
20231109:0110,0.0,0.0,9.85,5.52
20231109:0210,0.0,0.0,9.85,5.45
20231109:0310,0.0,0.0,9.79,5.24
20231109:0410,0.0,0.0,9.71,5.03
20231109:0510,0.0,0.0,9.64,5.1
20231109:0610,0.0,0.0,9.54,5.17
20231109:0710,8.24,3.74,9.29,5.17
20231109:0810,84.51,11.08,9.28,4.9
20231109:0910,36.63,16.91,9.3,4.28
20231109:1010,56.78,20.76,9.42,3.59
20231109:1110,55.86,22.24,9.81,3.31
20231109:1210,154.14,21.19,10.06,3.1
20231109:1310,245.17,17.73,10.32,2.76
20231109:1410,395.68,12.21,10.66,3.52
20231109:1510,42.13,5.09,10.36,3.59
20231109:1610,0.0,0.0,9.67,3.59
20231109:1710,0.0,0.0,9.02,4.07
20231109:1810,0.0,0.0,8.78,4.55
20231109:1910,0.0,0.0,8.51,4.83
20231109:2010,0.0,0.0,8.53,5.72
20231109:2110,0.0,0.0,7.9,5.1
20231109:2210,0.0,0.0,7.48,3.72
20231109:2310,0.0,0.0,7.05,3.59
20231110:0010,0.0,0.0,6.76,3.72
20231110:0110,0.0,0.0,6.85,3.93
20231110:0210,0.0,0.0,7.0,3.93
20231110:0310,0.0,0.0,6.88,3.79
20231110:0410,0.0,0.0,6.91,3.72
20231110:0510,0.0,0.0,7.07,3.79
20231110:0610,0.0,0.0,6.77,3.86
20231110:0710,21.67,3.48,6.81,3.72
20231110:0810,362.91,10.82,7.27,4.0
20231110:0910,477.03,16.64,7.83,4.41
20231110:1010,156.85,20.47,8.65,6.21
20231110:1110,144.77,21.96,9.56,6.07
20231110:1210,177.13,20.92,9.29,4.97
20231110:1310,200.94,17.47,8.92,4.28
20231110:1410,33.88,11.97,8.7,4.69
20231110:1510,36.43,4.87,8.63,4.0
20231110:1610,0.0,0.0,8.2,3.45
20231110:1710,0.0,0.0,7.74,3.31
20231110:1810,0.0,0.0,7.65,3.31
20231110:1910,0.0,0.0,7.07,3.38
20231110:2010,0.0,0.0,7.28,3.1
20231110:2110,0.0,0.0,7.32,2.83
20231110:2210,0.0,0.0,7.48,2.21
20231110:2310,0.0,0.0,7.34,2.0
20231111:0010,0.0,0.0,6.93,4.62
20231111:0110,0.0,0.0,6.56,4.34
20231111:0210,0.0,0.0,6.38,4.48
20231111:0310,0.0,0.0,6.21,4.9
20231111:0410,0.0,0.0,6.38,5.72
20231111:0510,0.0,0.0,6.07,5.03
20231111:0610,0.0,0.0,5.71,4.76
20231111:0710,20.27,3.23,5.74,4.41
20231111:0810,88.4,10.56,6.0,4.55
20231111:0910,144.1,16.36,6.4,4.62
20231111:1010,113.71,20.19,7.01,4.76
20231111:1110,718.02,21.68,7.61,4.41
20231111:1210,50.37,20.65,8.06,4.41
20231111:1310,81.5,17.21,8.19,4.41
20231111:1410,385.46,11.73,8.17,4.07
20231111:1510,111.36,4.65,7.56,4.34
20231111:1610,0.0,0.0,6.82,3.45
20231111:1710,0.0,0.0,6.55,3.03
20231111:1810,0.0,0.0,6.33,2.69
20231111:1910,0.0,0.0,6.49,2.76
20231111:2010,0.0,0.0,5.9,2.34
20231111:2110,0.0,0.0,5.64,2.28
20231111:2210,0.0,0.0,5.13,2.34
20231111:2310,0.0,0.0,4.81,2.48
20231112:0010,0.0,0.0,4.67,2.14
20231112:0110,0.0,0.0,4.57,1.86
20231112:0210,0.0,0.0,4.22,2.07
20231112:0310,0.0,0.0,3.88,2.21
20231112:0410,0.0,0.0,3.66,2.07
20231112:0510,0.0,0.0,3.76,2.0
20231112:0610,0.0,0.0,3.37,2.0
20231112:0710,80.68,2.98,3.55,2.21
20231112:0810,333.26,10.3,4.52,2.28
20231112:0910,481.71,16.09,6.19,2.34
20231112:1010,675.2,19.92,7.59,2.48
20231112:1110,468.52,21.4,8.52,2.41
20231112:1210,541.71,20.38,9.17,2.07
20231112:1310,224.23,16.97,9.58,1.59
20231112:1410,140.2,11.5,9.62,1.1
20231112:1510,40.33,4.44,9.25,1.1
20231112:1610,0.0,0.0,8.38,1.59
20231112:1710,0.0,0.0,7.59,1.79
20231112:1810,0.0,0.0,7.3,1.93
20231112:1910,0.0,0.0,6.59,2.0
20231112:2010,0.0,0.0,6.01,2.21
20231112:2110,0.0,0.0,5.71,2.28
20231112:2210,0.0,0.0,5.64,2.28
20231112:2310,0.0,0.0,5.67,2.41
20231113:0010,0.0,0.0,5.6,2.55
20231113:0110,0.0,0.0,6.01,2.76
20231113:0210,0.0,0.0,6.46,2.9
20231113:0310,0.0,0.0,6.86,2.83
20231113:0410,0.0,0.0,7.25,2.83
20231113:0510,0.0,0.0,7.76,2.48
20231113:0610,0.0,0.0,8.81,2.62
20231113:0710,10.07,2.74,9.04,2.76
20231113:0810,21.98,10.04,9.65,3.17
20231113:0910,31.14,15.82,9.85,3.45
20231113:1010,45.79,19.65,10.09,4.28
20231113:1110,147.2,21.13,11.24,4.34
20231113:1210,37.55,20.12,12.81,4.62
20231113:1310,55.86,16.72,14.07,5.93
20231113:1410,42.12,11.28,14.71,7.52
20231113:1510,10.99,4.23,14.93,7.86
20231113:1610,0.0,0.0,14.62,8.41
20231113:1710,0.0,0.0,13.78,7.24
20231113:1810,0.0,0.0,12.62,6.62
20231113:1910,0.0,0.0,11.96,7.1
20231113:2010,0.0,0.0,10.83,6.69
20231113:2110,0.0,0.0,10.46,6.55
20231113:2210,0.0,0.0,10.27,6.41
20231113:2310,0.0,0.0,10.22,6.69
20231114:0010,0.0,0.0,10.25,6.76
20231114:0110,0.0,0.0,10.33,6.83
20231114:0210,0.0,0.0,10.29,6.83
20231114:0310,0.0,0.0,10.47,7.1
20231114:0410,0.0,0.0,10.69,7.31
20231114:0510,0.0,0.0,10.74,7.17
20231114:0610,0.0,0.0,10.9,7.1
20231114:0710,50.79,2.5,11.07,6.97
20231114:0810,170.39,9.78,11.4,6.83
20231114:0910,97.61,15.56,11.57,6.76
20231114:1010,129.28,19.38,11.93,6.48
20231114:1110,150.29,20.87,12.25,6.41
20231114:1210,28.39,19.86,12.48,5.03
20231114:1310,24.73,16.48,12.51,5.66
20231114:1410,55.78,11.06,12.46,5.24
20231114:1510,7.33,4.03,12.09,4.28
20231114:1610,0.0,0.0,11.17,4.07
20231114:1710,0.0,0.0,10.98,4.07
20231114:1810,0.0,0.0,10.77,4.28
20231114:1910,0.0,0.0,10.48,7.24
20231114:2010,0.0,0.0,9.8,8.28
20231114:2110,0.0,0.0,9.5,7.45
20231114:2210,0.0,0.0,9.29,6.34
20231114:2310,0.0,0.0,9.24,6.28
20231115:0010,0.0,0.0,9.2,5.86
20231115:0110,0.0,0.0,9.34,6.0
20231115:0210,0.0,0.0,9.47,6.21
20231115:0310,0.0,0.0,9.37,6.0
20231115:0410,0.0,0.0,9.34,5.86
20231115:0510,0.0,0.0,9.21,5.72
20231115:0610,0.0,0.0,9.13,5.52
20231115:0710,2.75,2.25,9.19,5.59
20231115:0810,208.3,9.53,9.44,5.66
20231115:0910,236.28,15.3,9.85,4.55
20231115:1010,532.42,19.11,10.13,4.55
20231115:1110,64.1,20.61,10.53,4.62
20231115:1210,465.91,19.62,10.73,4.69
20231115:1310,275.42,16.25,10.59,5.38
20231115:1410,380.66,10.85,10.74,4.69
20231115:1510,74.01,3.84,10.32,4.69
20231115:1610,0.0,0.0,9.69,4.41
20231115:1710,0.0,0.0,9.35,4.34
20231115:1810,0.0,0.0,8.93,4.21
20231115:1910,0.0,0.0,8.38,4.0
20231115:2010,0.0,0.0,7.95,3.86
20231115:2110,0.0,0.0,7.59,3.93
20231115:2210,0.0,0.0,7.35,4.0
20231115:2310,0.0,0.0,7.24,4.0
20231116:0010,0.0,0.0,7.1,3.93
20231116:0110,0.0,0.0,6.77,3.66
20231116:0210,0.0,0.0,6.54,3.24
20231116:0310,0.0,0.0,6.31,2.97
20231116:0410,0.0,0.0,6.12,2.69
20231116:0510,0.0,0.0,6.08,2.55
20231116:0610,0.0,0.0,5.91,2.34
20231116:0710,4.58,2.02,6.02,2.07
20231116:0810,269.36,9.29,6.24,1.59
20231116:0910,81.12,15.05,7.44,1.59
20231116:1010,37.55,18.86,8.08,1.86
20231116:1110,47.62,20.35,8.51,2.0
20231116:1210,59.52,19.37,8.66,2.0
20231116:1310,58.61,16.03,8.52,2.14
20231116:1410,14.65,10.64,8.24,2.28
20231116:1510,4.58,3.65,7.73,2.28
20231116:1610,0.0,0.0,7.35,2.34
20231116:1710,0.0,0.0,7.03,2.34
20231116:1810,0.0,0.0,6.81,2.07
20231116:1910,0.0,0.0,6.64,1.86
20231116:2010,0.0,0.0,6.52,2.0
20231116:2110,0.0,0.0,6.51,2.07
20231116:2210,0.0,0.0,6.32,2.14
20231116:2310,0.0,0.0,6.2,2.14
20231117:0010,0.0,0.0,6.02,1.93
20231117:0110,0.0,0.0,5.53,1.93
20231117:0210,0.0,0.0,5.06,1.79
20231117:0310,0.0,0.0,4.77,1.66
20231117:0410,0.0,0.0,4.62,1.52
20231117:0510,0.0,0.0,4.61,1.31
20231117:0610,0.0,0.0,4.78,1.17
20231117:0710,2.75,1.78,4.81,0.69
20231117:0810,102.44,9.04,5.21,0.83
20231117:0910,60.44,14.8,5.81,0.76
20231117:1010,99.15,18.6,6.24,0.62
20231117:1110,157.96,20.1,6.56,0.55
20231117:1210,203.43,19.14,6.85,0.28
20231117:1310,33.88,15.81,7.24,0.28
20231117:1410,21.06,10.44,7.46,0.83
20231117:1510,23.62,3.47,6.99,1.03
20231117:1610,0.0,0.0,5.96,0.9
20231117:1710,0.0,0.0,5.79,0.62
20231117:1810,0.0,0.0,5.62,0.69
20231117:1910,0.0,0.0,3.77,1.17
